id x y status inf_cout
510 175 724 SUSCEPTIBLE 0
511 184 242 SUSCEPTIBLE 0
512 661 13 SUSCEPTIBLE 1
513 843 710 SUSCEPTIBLE 0
514 204 339 SUSCEPTIBLE 1
515 618 284 SUSCEPTIBLE 0
516 481 923 SUSCEPTIBLE 1
517 420 546 SUSCEPTIBLE 1
518 24 308 SUSCEPTIBLE 1
519 428 589 SUSCEPTIBLE 1
520 450 292 SUSCEPTIBLE 0
521 850 359 SUSCEPTIBLE 0
522 266 156 SUSCEPTIBLE 1
523 576 543 SUSCEPTIBLE 0
524 909 760 SUSCEPTIBLE 1
525 131 578 SUSCEPTIBLE 1
526 994 744 SUSCEPTIBLE 1
527 449 428 SUSCEPTIBLE 1
528 802 643 SUSCEPTIBLE 1
529 4 49 SUSCEPTIBLE 2
530 319 789 SUSCEPTIBLE 1
531 713 219 SUSCEPTIBLE 1
532 698 911 SUSCEPTIBLE 0
533 264 893 SUSCEPTIBLE 1
534 384 381 SUSCEPTIBLE 0
535 528 144 SUSCEPTIBLE 1
536 936 173 SUSCEPTIBLE 0
537 336 39 SUSCEPTIBLE 1
538 839 495 SUSCEPTIBLE 0
539 233 539 SUSCEPTIBLE 1
540 496 525 SUSCEPTIBLE 0
541 292 296 SUSCEPTIBLE 1
542 495 468 SUSCEPTIBLE 0
543 825 414 SUSCEPTIBLE 0
544 587 30 SUSCEPTIBLE 0
545 290 138 SUSCEPTIBLE 1
546 916 447 SUSCEPTIBLE 0
547 986 209 SUSCEPTIBLE 1
548 86 512 SUSCEPTIBLE 0
549 556 608 SUSCEPTIBLE 2
550 510 68 SUSCEPTIBLE 1
551 483 466 SUSCEPTIBLE 0
552 79 678 SUSCEPTIBLE 1
553 32 803 SUSCEPTIBLE 1
554 590 277 SUSCEPTIBLE 1
555 837 246 SUSCEPTIBLE 0
556 786 550 SUSCEPTIBLE 0
557 821 665 SUSCEPTIBLE 1
558 378 538 SUSCEPTIBLE 0
559 388 883 SUSCEPTIBLE 0
560 602 523 SUSCEPTIBLE 1
561 90 319 SUSCEPTIBLE 1
562 970 477 SUSCEPTIBLE 0
563 722 904 SUSCEPTIBLE 1
564 888 947 SUSCEPTIBLE 1
565 257 574 SUSCEPTIBLE 1
566 584 351 SUSCEPTIBLE 0
567 133 306 SUSCEPTIBLE 1
568 683 12 SUSCEPTIBLE 0
569 922 433 SUSCEPTIBLE 0
570 907 696 SUSCEPTIBLE 0
571 151 880 SUSCEPTIBLE 2
572 547 667 SUSCEPTIBLE 2
573 621 158 SUSCEPTIBLE 0
574 236 376 SUSCEPTIBLE 1
575 624 389 SUSCEPTIBLE 1
576 590 772 SUSCEPTIBLE 0
577 544 938 SUSCEPTIBLE 0
578 636 333 SUSCEPTIBLE 0
579 375 852 SUSCEPTIBLE 1
580 803 805 SUSCEPTIBLE 0
581 544 428 SUSCEPTIBLE 0
582 459 298 SUSCEPTIBLE 1
583 596 563 SUSCEPTIBLE 1
584 55 525 SUSCEPTIBLE 3
585 907 258 SUSCEPTIBLE 0
586 885 17 SUSCEPTIBLE 1
587 373 570 SUSCEPTIBLE 0
588 382 913 SUSCEPTIBLE 0
589 521 729 SUSCEPTIBLE 0
590 845 180 SUSCEPTIBLE 1
591 462 203 SUSCEPTIBLE 0
592 197 464 SUSCEPTIBLE 0
593 520 412 SUSCEPTIBLE 0
594 197 414 SUSCEPTIBLE 0
595 355 852 SUSCEPTIBLE 0
596 485 213 SUSCEPTIBLE 1
597 551 287 SUSCEPTIBLE 1
598 496 167 SUSCEPTIBLE 0
599 635 761 SUSCEPTIBLE 0
600 26 692 SUSCEPTIBLE 0
601 673 619 SUSCEPTIBLE 2
602 923 205 SUSCEPTIBLE 0
603 558 838 SUSCEPTIBLE 1
604 503 912 SUSCEPTIBLE 1
605 117 246 SUSCEPTIBLE 1
606 177 434 SUSCEPTIBLE 0
